Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Siren,siren.xml,Specialist Equipment,"sound,audio",FALSE,FALSE,FALSE,200,5,3,5,3,A warning siren with a large audible range.,It has an audible range of 3000m.
Small equipment inventory (Empty),inventory_small.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,50,1,1,1,1,An empty small equipment storage unit.,"Only small handheld equipment can be stored in this unit. When connected to an electric power source, any rechargable equipment stored in the unit will drain a small amount of electricity until recharged to 100% capacity."
Small Spotlight (Block),searchlight_small.xml,Specialist Equipment,,FALSE,FALSE,FALSE,20,1,1,1,2,A small spotlight that can be controlled using an on/off signal.,It has a range of 60m. Can be pivoted up to 0.125 turns using composite input.
Small Spotlight (Mounted),searchlight_small_2.xml,Specialist Equipment,,FALSE,FALSE,FALSE,20,1,1,1,1,A small spotlight that can be controlled using an on/off signal.,It has a range of 60m. Can be pivoted up to 0.125 turns using composite input.
Small Winch,rope_hook_winch_small.xml,Specialist Equipment,,FALSE,FALSE,FALSE,100,10,1,1,2,"A mechanical winch that can transfer electric/fluid through an attached cable, with an extension length of 10m.",Draw a rope logic link between two Rope Nodes to form a cable. Can be extended and retracted.
Small Winch,winch_electric.xml,Specialist Equipment,,TRUE,TRUE,FALSE,100,30,1,3,2,A building block attached to the end of a 10m mechanical winch that can be raised and lowered.,"The winch is operated electrically, and outputs its current length."
Sonar Noisemaker,sonar_jammer.xml,Specialist Equipment,,FALSE,FALSE,FALSE,250,1,1,3,1,A distracting device for sonar.,"Emits a very loud noise at an inaudible frequency when activated, as a decoy or distraction for sonar components that are listening passively."
Stretcher,seat_stretcher.xml,Specialist Equipment,basic,FALSE,FALSE,FALSE,250,80,3,7,3,A strecher that connects below an attachment point.,You can get in and out of the stretcher by interacting with it using [f]. You can place a rescued survivor in any stretcher by using [f] while carrying them.
Transponder,transponder.xml,Specialist Equipment,"basic,mission",FALSE,FALSE,FALSE,20,1,1,1,1,An emergency search and rescue transponder.,"When activated, emits a continuous transponder signal that can be detected over great distances by any transponder locator."
Vehicle Parachute,parachute.xml,Specialist Equipment,,FALSE,FALSE,FALSE,500,5,3,3,1,A single-use parachute that can be deployed to reduce a vehicle's velocity.,"The parachute will deploy when receiving an on signal, and will close when not. Once deployed, it will open at a speed of 20m/s and stall when it drops below 5m/s. Once opened, the single use will be consumed and it must be returned to a workbench to be refolded. The size of the parachute can be customised by selecting this component with the select tool."
Abs,gate_float_abs.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,Outputs the absolute value of a number input.,"Negative numbers are converted to positive numbers, whilst positive numbers are unchanged."
Add,gate_float_add.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,"Takes two number inputs, adds them together, and outputs the result.",
And,gate_bool_and.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,A logic gate that outputs the logical AND of two input signals.,The output will only be switched on if both inputs are on.
Blinker,gate_bool_blink.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,The blinker outputs a value that blinks between on and off at a set rate.,"You can set the duration that the signal should stay on and off for by selecting it with the select tool. A control signal determines whether or not the blinker should output anything. If the control signal is off, the blinker's output will be off. The internal blink timer is reset every time the control signal is switched off."
Capacitor,gate_bool_capacitor.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,"Charges up when receiving an on signal, then discharges over a period of time.","The charge and discharge times can be configured by selecting this component with the select tool. Once charged, inputting a new signal will reset the discharge timer."
Clamp,gate_float_clamp.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,The clamp takes a number input and clamps it to a set range.,The upper and lower values to clamp to can be configured by selecting this component with the select tool.
Constant Number,gate_float_constant.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,1,1,Outputs a constant numerical value.,The number that is being outputted can be configured by selecting this component with the select tool.
Constant On Signal,gate_bool_constant.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,1,1,A simple logic component that continuously outputs an on signal.,This is useful for creating logic circuits that are permanently switched on.
Counter,gate_float_counter.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,A counter which increases with a set speed.,Stores and constantly outputs a value which increases by an input amount.
Counter (Ping Pong),gate_float_counter_ping_pong.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,A counter which oscillates between -1 and +1 with a set speed.,
Delay,gate_bool_delay.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,"This component stores an input on/off signal, and then outputs it after a delay.",The delay time can be configured by selecting the component with the select tool. The internal delay timer is reset whenever the input signal changes.
Divide,gate_float_divide.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,"Takes two number inputs, divides one by the other, and outputs the result.","If a division by 0 occurs, an on signal will be produced and the output number value will be set to 0."
Exponent,gate_float_exponent.xml,Logic,"square,cube,root,sqrt,pow",FALSE,FALSE,FALSE,20,1,1,2,1,Outputs its input raised to the power of a selected exponent.,The exponent can be changed by selecting this component with the select tool.
Function (1 input),gate_function_small.xml,Logic,,FALSE,FALSE,FALSE,80,1,1,2,1,Evaluates a mathematical function with 1 variable inputs,The function can be entered by selecting this component with the select tool. A full list of valid operations are also visible in the component's selection menu.
Function (3 inputs),gate_function_large.xml,Logic,,FALSE,FALSE,FALSE,100,1,2,2,1,Evaluates a mathematical function with up to 3 variable inputs.,The function can be entered by selecting this component with the select tool. A full list of valid operations are also visible in the component's selection menu.
Greater-than,gate_float_greater_than.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,Compares two numerical values.,"Outputs an on signal if the first input is greater than the second, and outputs an off signal if the first input is less than or equal to the second."
JK Flip-Flop,gate_jk_flipflop.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,A JK flip-flop that can be set and reset using two on/off inputs.,"When both inputs are off, there is no change in state. If both Set and Reset are set to on, the state will be toggled."
Less-Than,gate_float_less_than.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,Compares two numerical values.,"Outputs an on signal if the first input is less than the second, and outputs an off signal if the first input is greater than or equal to the second."
Memory Register,gate_float_register.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,A memory register that can store a number value.,"The number input will be stored when an on signal is received. A secondary on/off signal can be used to clear the stored value, resetting it to the configured value set using the select tool."
Microprocessor,microprocessor.xml,Logic,,FALSE,FALSE,FALSE,100,1,1,1,1,,
Modulo,gate_float_modulo.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,"Takes two number inputs, outputs the remainder after dividing the first by the second.",
Multiply,gate_float_multiply.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,"Takes two number inputs, multiplies them together, and outputs the result.",
Not,gate_bool_not.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,A logic gate that outputs the logical NOT of its input signal.,The output will always be the opposite of the input.
Numerical Inverter,gate_float_invert.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,"The inverter takes a number as input, multiplies it by -1, and outputs the result.",
Numerical Junction,gate_float_switch.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,Acts as a junction for two number signals.,"The junction can be switched using an on/off signal. When the signal is on, the number is passed through to the first output and a value of 0 is passed to the second. When the signal is off, the number is passed through to the second output with the first being set to 0."
Numerical Switchbox,gate_float_switch_input.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,Acts as a switchbox for two number signals.,"Which of the two inputs is sent to the output is determined by the on/off switch signal. When the signal is on, the first value is sent to the output. When it is off, the second output is sent."
Or,gate_bool_or.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,A logic gate that outputs the logical OR of two input signals.,"The output will be switched on if either of the inputs is on, and off if neither are on."
PID Controller,gate_pid_controller.xml,Logic,,FALSE,FALSE,FALSE,100,1,2,2,1,A control loop feedback mechanism that measures and corrects the error in a system over time.,"It takes the current measured output of a system or sensor, and a desired target measurement. It outputs a value that can be used as an input to the system to gradually correct its error. For example, the controller could input to an engine's throttle to maintain a desired speed or altitude. The control terms (proportional, integral and derivative) can be set by selecting the component with the select tool. The control terms must be carefully tuned for optimal output."
Power Add,gate_torque_add.xml,Logic,,FALSE,TRUE,FALSE,20,1,2,2,1,"Combines the outputs of two engines, allowing you to connect multiple engines to the same input.",
Power Meter,gate_torque_multimeter.xml,Logic,,FALSE,TRUE,FALSE,20,1,2,2,1,The power meter allows you to take a measurement of how much power is being output from an engine to a specific component.,"To prevent a loss of power, it should be connected in series between the engine and its receiving component."
Push to Toggle,gate_push_to_toggle.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,This component has an internal on/off switch that is toggled every time a new on signal is sent to its input.,This can allow regular push buttons to act as toggle buttons.
SR Latch,gate_sr_latch.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,An SR latch that can be set and reset using two on/off inputs.,"When both inputs are off, there is no change in state. If both Set and Reset are set to on, Reset will take precedence."
Subtract,gate_float_subtract.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,"Takes two number inputs, subtracts the second from first, and outputs the result.",
Threshold Gate,gate_float_threshold.xml,Logic,,FALSE,FALSE,FALSE,20,1,1,2,1,Takes a value and compares it to a set threshold.,"A lower and upper bound to the threshold must be set. The output is set to on if the input value is less than or equal to the upper bound, and greater than or equal to the lower bound. If it is outside this range, the output is set to off. The threshold bounds can be configured by selecting this component with the select tool."
Train Junction Controller,gate_train_junction.xml,Logic,,FALSE,TRUE,FALSE,20,1,1,2,1,This component has an internal on/off switch that is toggled every time a new on signal is sent to its input.,This can allow regular push buttons to act as toggle buttons.
Trigonometry,gate_float_sin.xml,Logic,"sine,cosine,tangent,asin,atan,acos,inverse,function",FALSE,FALSE,FALSE,20,1,1,2,1,Provides a set of basic trigonometry functions.,"The available functions are sin, cos, tan, asin, acos and atan. If an invalid number is input, the output will be 0. Sin, cos and tan accept inputs measured in turns. Asin, acos and atan output values measured in turns. The function can be set by selecting this component with the select tool."
Up/Down,gate_up_down.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,This component uses two on/off signals to move an internal value between -1 and 1.,"The up input moves the value towards 1, and the down input moves it towards -1. This component can be used for converting on/off button presses into a standard number value that can be used to control any mechanical components that accept a standard number input."
Xor,gate_bool_xor.xml,Logic,,FALSE,FALSE,FALSE,20,1,2,2,1,A logic gate that outputs the logical XOR of two input signals.,The output will be switched on if only one of the signals are on. The output will be switched off if the two signals are the same.
Artificial Horizon,artificial_horizon.xml,Displays,basic,FALSE,FALSE,FALSE,20,1,1,1,1,The artificial horizon shows you the orientation of your vehicle with respect to the horizon line.,"The horizon ball rotates up and down as your vehicle's pitch changes, and the central line gives an indication of your vehicle's roll. This is a useful component to have in your helicopter to make it easier to fly at night and in thick fog. An on/off signal can be used to toggle the backlight."
Buzzer,buzzer.xml,Displays,"sound,audio,siren",FALSE,FALSE,FALSE,100,1,1,1,1,A buzzer that will play a selected sound when toggled from off to on.,"The type of sound, volume, and pitch can be customised by selecting this component with the select tool. It has an audible range of 30m."
Clock,clock.xml,Displays,basic,FALSE,FALSE,FALSE,100,1,1,1,2,An analogue clock display that outputs a number value representing the time of day.,The clock has a display to visualise the time of day or night. The 12 o'clock position is the white arrow on the face of the display.
Compass Ball,compass.xml,Displays,basic,FALSE,FALSE,FALSE,20,1,1,1,1,The compass rotates to point to north on the map.,It is one of several tools that can be used to aid navigation in low visibility situations. An on/off signal controls whether or not the compass' backlight is enabled.
Dial,dial.xml,Displays,basic,FALSE,FALSE,FALSE,20,1,1,1,2,A dial with a rotating needle for displaying numerical values.,"The dial's face represents values ranging from -1 to 1 by default. This can be configured by selecting it with the select tool. Values outside this range will cause the needle to wrap around, but can be scaled to fit using additional logic components if necessary. An on/off signal can be used to toggle the backlight."
Digital Display,digital_display.xml,Displays,basic,FALSE,FALSE,FALSE,20,2,1,2,1,Displays a 5 digit (6 with decimal point disabled) signed numerical value with optional decimal point.,"The position of the decimal point can be configured by selecting this component with the select tool, allowing you to control the number of decimal places in the output."
Gauge Display,gauge_display.xml,Displays,,FALSE,FALSE,FALSE,20,2,1,2,2,A display with two needles that can be positioned independently.,The primary needle is white and the secondary needle is red. The positions of the needles represent values ranging from -1 to 1 by default. This range can be configured by selecting the display with the select tool.
HUD Large,monitor_hud_3.xml,Displays,,FALSE,FALSE,FALSE,10000,18,3,3,1,A clear projection heads up display screen.,Displays video data.
HUD Small,monitor_hud_1.xml,Displays,,FALSE,FALSE,FALSE,2000,2,1,1,1,A clear projection heads up display screen.,Displays video data.
Indicator Light,indicator.xml,Displays,basic,FALSE,FALSE,FALSE,20,1,1,1,1,A simple light that can be used as an indicator in logic systems.,
Indicator Light (RGB),indicator_rgb.xml,Displays,basic,FALSE,FALSE,FALSE,50,1,1,1,1,An advanced indicator that can be controlled using a microcontroller.,"Three channels of the composite input can be used to set the red, green and blue components of the indicator's color using numbers between 0 and 1. The light can also operate in HSV mode, where the 3 inputs correspond to the hue, saturation and value (brightness) of the color between 0 and 1. The color mode and input channels can be customised by selecting this component with the select tool."
Instrument Panel,instrument_display.xml,Displays,,FALSE,FALSE,FALSE,200,1,1,1,2,"A customisable panel that can have up to 4 different instruments, controlled by a composite signal from a microcontroller.",The 4 instruments can be selected in the properties window. Each type of instrument has options for choosing the composite channels that they read from or write to. Composite signals are bridged from the input node to the output node to enable displays to be chained together. Instruments marked as '(On/Off)' require multiple on/off signals to control each of their segments individually.
Laser Beacon,laser_beacon.xml,Displays,,FALSE,FALSE,FALSE,5,1,1,1,2,"A beacon that produces a laser point light, visible by laser point sensors.",
Monitor 1x1,monitor_1.xml,Displays,,FALSE,FALSE,FALSE,500,4,1,1,1,A video screen.,Displays video data.
Monitor 1x2,monitor_1x2.xml,Displays,,FALSE,FALSE,FALSE,1000,8,2,1,1,A video screen.,Displays video data.
Monitor 1x3,monitor_1x3.xml,Displays,,FALSE,FALSE,FALSE,1500,12,3,1,1,A video screen.,Displays video data.
Monitor 2x2,monitor_2.xml,Displays,,FALSE,FALSE,FALSE,2000,16,2,2,1,A video screen.,Displays video data.
Monitor 2x3,monitor_2x3.xml,Displays,,FALSE,FALSE,FALSE,3000,24,3,2,1,A video screen.,Displays video data.
Monitor 3x3,monitor_3.xml,Displays,,FALSE,FALSE,FALSE,4500,36,3,3,1,A video screen.,Displays video data.
Monitor 5x3,monitor_5.xml,Displays,,FALSE,FALSE,FALSE,7500,60,5,3,1,A video screen.,Displays video data.
Monitor 9x5,monitor_9.xml,Displays,,FALSE,FALSE,FALSE,20000,180,9,5,1,A video screen.,Displays video data.
Paintable Indicator,sign.xml,Displays,"sign,basic",FALSE,FALSE,FALSE,100,2,1,1,1,A backlit indicator for displaying painted detail.,This block has a paintable surface where small grid squares can be painted individually. Use additive painting mode to paint the backlight grid. The backlight can be enabled by using an on signal and a name can be set with the select tool that will be visible when the indicator is looked at by a player.
Paintable Sign,sign_na.xml,Displays,basic,FALSE,FALSE,FALSE,50,1,1,1,1,Sign block for displaying painted detail.,This block has a paintable surface where small grid squares can be painted individually.
Speaker (Small),speaker.xml,Displays,,FALSE,FALSE,FALSE,250,1,1,1,2,A speaker capable of playing audio data to players within its range.,A small speaker capable of playing audio data to nearby players. (Range : 15)
Altimeter,altimeter.xml,Sensors,"aeroplane,airplane,helicopter",FALSE,FALSE,FALSE,20,1,1,1,1,An altitude sensor.,Outputs distance above sea-level in meters.
Angular Speed Sensor,angular_speed_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,1,"This sensor outputs its current angular speed in rotations per second, allowing you to measure how fast your vehicle is rotating.",This sensor outputs the angular speed of the component about the component's y axis.
Astronomy Sensor,astronomy_sensor.xml,Sensors,,FALSE,FALSE,FALSE,150,1,1,1,1,A sensor that provides raw space navigation data.,Outputs relative position data based on the optimal target trajectory between the earth and moon.
Compass Sensor,compass_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,2,A digital compass that outputs a number value representing the turn that must be made for it to face north.,The sensor has a display to visualise the direction of north. The measured output is taken relative to the white arrow on the face of the display.
Contact Sensor,pressure_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,2,A sensor activated by contact pressure.,"Setting the resistance property will tune the amount of contact required to depress the sensor. When depressed, an on signal will be produced."
Distance Sensor,distance_sensor.xml,Sensors,"laser,lazer",FALSE,FALSE,FALSE,20,1,1,1,2,A laser distance sensor with a maximum measurement range of 500m.,The reading can be read from the sensor's number output and is measured in metres (1 metre = 4 blocks).
Fishfinder,fish_finder.xml,Sensors,sonar,FALSE,FALSE,FALSE,500,10,1,1,1,A sensor that returns information about a fish within 100m when submerged.,"This sensor outputs the relative angle, distance and depth to a random detected fish within its range using sound waves when submerged."
Gas Meter,gas_measure.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,2,A device to measure how much gas is within an enclosed volume.,This will output a quantity in litres and the total capacity in litres.
GPS Sensor,gps_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,2,1,Outputs its x and y world coordinates according to its location on the map.,"The coordinates represent an offset from the centre of the world, measured in metres. You can check the world coordinates of any location by looking at your map."
Humidity Sensor,humidity_sensor.xml,Sensors,,FALSE,FALSE,FALSE,400,1,1,1,2,A humidity sensor for measuring the current fog and visibility meteorological conditions.,The reading can be read from the sensor's number output and is measured from 0 (no fog) to 1 (max fog).
Impact Sensor,impact_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,1,A sensor activated by a sudden change in velocity.,"Setting the impact threshold property will tune the sensitivity for impacts. When the instant change in velocity from an impact exceeds the threshold, an on signal is produced."
Laser Distance Sensor,laser_distance_sensor.xml,Sensors,,FALSE,FALSE,FALSE,100,1,1,1,4,A laser distance sensor with a maximum measurement range of 4000m.,The reading can be read from the sensor's number output and is measured in metres (1 metre = 4 blocks). Can be pivoted up to 0.125 turns using composite input.
Laser Point Sensor,laser_point_sensor.xml,Sensors,,FALSE,FALSE,FALSE,100,2,1,1,3,A sensor that outputs a relative x and y position of a laser point that it can see within its field of view.,"The closest point to the center of the sensor's field of view will be reported. It outputs a value of -1 to 1 on composite number channel 1 for the x position, and a value of -1 to 1 on composite number channel 2 for the y position. Composite on/off channel 1 is set to on when a point is visible. The -1 to 1 values map to an fov of -cos(0.5) to cos(0.5) in both the x and y directions."
Laser Sensor (Missile),radar_advanced_missile_laser.xml,Sensors,,FALSE,FALSE,FALSE,800,5,1,1,2,A short range sensor that returns information about detected laser points within its view.,"This sensor is designed for missiles and acts along the Z axis, with an output node that passes data to course correct linked rocket fin components toward the closest target. The sensor also outputs data for up to 8 detected laser points."
Linear Speed Sensor,linear_speed_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,1,"This sensor outputs its current linear speed in m/s, allowing you to measure how fast your vehicle is travelling.",This sensor outputs the speed of the component in one of 4 modes. Modes can be changed by selecting the sensor.
Liquid Meter,water_measure.xml,Sensors,"fluid,measure",FALSE,FALSE,FALSE,20,1,1,1,2,A device to measure how much liquid is within an enclosed volume.,"This will output a quantity in litres and the total capacity in litres. If not inside an enclosed volume, it will give the height relative to the water surface."
Microphone,mic.xml,Sensors,,FALSE,FALSE,FALSE,250,1,1,1,2,A microphone for transmitting player voice data.,A simple microphone that picks up voice data from nearby players. (Range : 15)
Physics Sensor,physics_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,1,Sensor component that outputs various physics measurements such as position and velocity.,Outputs physics information to a composite logic node. Requires Electric for GPS position functionality. This component is directed along its local Y axis.
Player Sensor,player_sensor.xml,Sensors,,FALSE,FALSE,FALSE,50,1,1,1,2,A sensor that outputs the number of players detected within an area.,"If the sensor is facing into a sealed room, only players inside that room will be detected. Likewise, players inside sealed rooms will not be detected if the sensor is placed on the outside. The size of the area and types of players to detect can be changed by selecting this component with the select tool."
Radar,radar.xml,Sensors,,FALSE,TRUE,FALSE,1000,10,3,3,1,A short range Radar that returns information about a detected object within its view.,This sensor outputs the distance and angle to a detected object within its range and field of view using radio waves. (Range : 5000) (Max FOV : 0.125)
Radar (AWACS),radar_advanced_awacs.xml,Sensors,,FALSE,FALSE,FALSE,10000,1100,37,37,5,A long range radar that returns information about a detected object within its view.,"This sensor outputs the distance and relative angle to a detected object within its range and field of view using radio waves. Sensitivity is based on FOV, target size, and distance."
Radar (Basic),radar_advanced.xml,Sensors,,FALSE,FALSE,FALSE,1000,10,3,3,1,A radar that returns information about a detected object within its view.,"This sensor outputs the distance and relative angle to a detected object within its range and field of view using radio waves. Sensitivity is based on FOV, target size, and distance."
Radar (Dish),radar_advanced_dish.xml,Sensors,,FALSE,FALSE,FALSE,5000,550,19,20,10,A radar that returns information about a detected object within its view.,"This sensor outputs the distance and relative angle to a detected object within its range and field of view using radio waves. Sensitivity is based on FOV, target size, and distance."
Radar (Dish),radar_dish.xml,Sensors,,FALSE,TRUE,FALSE,3000,150,21,11,10,"A medium range, fixed rotation Radar that returns information about a detected object within its view.",This fixed sensor outputs the distance and angle to a detected object within its range and field of view using radio waves. (Range : 20000) (Max FOV : 0.125)
Radar (Huge),radar_huge.xml,Sensors,,FALSE,TRUE,FALSE,10000,1100,37,37,5,"A long range, multi-target Radar that returns detailed information through composite channels about detected objects within its view.",This sensor outputs the distance and relative angles to up to 8 detected objects within its range and field of view using radio waves and outputs all detected targets through composite channels. (Range : 50000) (Max FOV : 0.125)
Radar (Large),radar_large.xml,Sensors,,FALSE,TRUE,FALSE,5000,300,7,7,16,"A medium range, highly configurable Radar that returns detailed information about a detected object within its view.",This sensor outputs the distance and relative angles to a detected object within its range and field of view using radio waves. This sensor uniquely allows the changing of it's pitch direction. (Range : 20000) (Max FOV : 0.250)
Radar (Missile),radar_advanced_missile.xml,Sensors,,FALSE,FALSE,FALSE,800,5,1,1,2,A short range radar that returns information about a detected object within its view.,"This sensor outputs the distance and relative angle to a detected object within its range and field of view using radio waves. This sensor is designed for missiles and its radar acts along the Z axis. Sensitivity is based on FOV, target size, and distance."
Radar (Phalanx),radar_advanced_phalanx.xml,Sensors,,FALSE,FALSE,FALSE,2000,55,3,3,3,A radar that returns information about a detected object within its view.,"This sensor outputs the distance and relative angle to a detected object within its range and field of view using radio waves. Sensitivity is based on FOV, target size, and distance."
Radar Detector,radar_detector.xml,Sensors,,FALSE,FALSE,FALSE,1000,1,1,1,2,A sensor that can detect radar waves.,This sensor outputs an On signal when it detects a radio wave.
Radiation Detector,radiation_detector.xml,Sensors,"geiger,radiation",FALSE,FALSE,FALSE,250,1,1,1,1,A sensor to detect radiation.,Outputs radiation dose rate per second at its location.
Rain Sensor,rain_sensor.xml,Sensors,,FALSE,FALSE,FALSE,180,1,1,1,2,A rain sensor for measuring the current meteorological conditions.,The reading can be read from the sensor's number output and is measured from 0 (no rain) to 1 (max rain).
Sonar (Large),radar_sonar.xml,Sensors,,FALSE,FALSE,FALSE,1000,25,7,7,2,A short range Sonar that returns information about a detected underwater object within its view.,This sensor outputs the distance and angle to a detected underwater object within its range and field of view using sound waves. (Range : 3000) (Max FOV : 0.125)
Sonar (Large),sonar_advanced_7.xml,Sensors,,FALSE,FALSE,FALSE,4000,200,7,7,5,A sonar that returns information about a detected objects within 200km.,This sensor outputs the relative angle to detected objects within its range using underwater sound waves. The sensor will passively detect certain noisy components such as propellers or engines but can also send out a loud ping to detect quiet underwater bodies. While the ping input is held passive signals will be supressed. After activating a ping additional detected signals will appear momentarily in the data channel as the signal returns to the sonar. Activating another ping will override the previous ping and no further data will be returned from the old signal.
Sonar (Medium),sonar_advanced_5.xml,Sensors,,FALSE,FALSE,FALSE,2000,50,5,5,3,A sonar that returns information about a detected objects within 100km.,This sensor outputs the relative angle to detected objects within its range using underwater sound waves. The sensor will passively detect certain noisy components such as propellers or engines but can also send out a loud ping to detect quiet underwater bodies. While the ping input is held passive signals will be supressed. After activating a ping additional detected signals will appear momentarily in the data channel as the signal returns to the sonar. Activating another ping will override the previous ping and no further data will be returned from the old signal.
Sonar (Small),radar_sonar_small.xml,Sensors,,FALSE,FALSE,FALSE,1000,10,3,3,1,A short range Sonar that returns information about a detected underwater object within its view.,This sensor outputs the distance and angle to a detected underwater object within its range and field of view using sound waves. (Range : 1000) (Max FOV : 0.125)
Sonar (Small),sonar_advanced.xml,Sensors,,FALSE,FALSE,FALSE,1000,10,3,3,1,A sonar that returns information about a detected objects within 60km.,This sensor outputs the relative angle to detected objects within its range using underwater sound waves. The sensor will passively detect certain noisy components such as propellers or engines but can also send out a loud ping to detect quiet underwater bodies. While the ping input is held passive signals will be supressed. After activating a ping additional detected signals will appear momentarily in the data channel as the signal returns to the sonar. Activating another ping will override the previous ping and no further data will be returned from the old signal.
Temperature Probe,temperature_probe.xml,Sensors,,FALSE,FALSE,FALSE,250,1,1,1,1,A sensor to determine temperature.,"A sensor that outputs the current temperature of an enclosed space in Celcius, if not within an enclosed volume it outputs the ambient air temperature at its location."
Tilt Sensor,rotation_sensor.xml,Sensors,,FALSE,FALSE,FALSE,20,1,1,1,1,"A sensor that measures how much it has tilted, relative to the horizon.","The measurement is expressed in terms of turns, with an output range of -0.25 to 0.25 turns. A value of zero points towards the horizon."
Transponder Locator,transponder_locator.xml,Sensors,"basic,mission",FALSE,FALSE,FALSE,20,1,1,1,2,An emergency search and rescue transponder locator.,"Detects all transponder signals over great distances. Outputs the strongest signal strength detected, transponder signal strengths will decrease with distance."
Wind Sensor,wind_sensor.xml,Sensors,,FALSE,FALSE,FALSE,200,1,1,1,2,A wind sensor for measuring relative wind speed and direction.,The sensor outputs the wind direction relative to the orientation of the base of the sensor (in number of turns from -0.5 to 0.5) and the wind speed in m/s. Wind data is relative to the speed of the sensor and only measures wind in the plane of the sensor.
Large Tyre,tyre_large.xml,Decorative,,FALSE,FALSE,FALSE,20,12,5,5,2,A large decorative tyre.,Useful for creating tyre stacks and fenders.
Railing Segment Corner,railing_segment_corner.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Corner railing segment.,
Railing Segment Corner Diagonal,railing_segment_corner_diag.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Corner railing that connects a straight segment to the diagonal extension segment.,
Railing Segment Curve,railing_segment_curve.xml,Decorative,,FALSE,FALSE,FALSE,40,5,3,3,4,Curved corner railing segment.,
Railing Segment End,railing_segment_end.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,End railing segment.,
Railing Segment End Diagonal,railing_segment_end_diag.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Diagonal railing end segment with a vertical pole.,
Railing Segment End Incline,railing_segment_angle_end.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,5,Inclined railing end segment with a vertical pole.,
Railing Segment Extension,railing_segment_extension.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Straight railing extension segment.,
Railing Segment Extension Diagonal,railing_segment_extension_diag.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Diagonal railing extension segment.,
Railing Segment Extension Incline,railing_extension_angle.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Inclined railing extension segment.,
Railing Segment Incline,railing_segment_angle.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,5,Inclined railing segment with a vertical pole.,
Railing Segment Middle,railing_segment_middle.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Straight railing extension segment with a vertical pole.,
Railing Segment Middle Diagonal,railing_segment_middle_diag.xml,Decorative,,FALSE,FALSE,FALSE,30,2,1,1,4,Diagonal railing extension segment with a vertical pole.,
Small Tyre,tyre_small.xml,Decorative,,FALSE,FALSE,FALSE,15,4,3,3,1,A small decorative tyre.,Useful for creating tyre stacks and fenders.
